 Nx
          22
 Ny
          22
 Nz
          79
 Escat_x Data
 0.10754498E-02 -0.20876247E-02
 0.88131758E-03 -0.22901500E-02
 0.42543098E-03 -0.27433434E-02
-0.32283687E-03 -0.34846053E-02
-0.14150460E-02 -0.45702372E-02
-0.29275135E-02 -0.60797337E-02
-0.49671125E-02 -0.81220258E-02
-0.76796622E-02 -0.10844354E-01
-0.11261849E-01 -0.14444781E-01
-0.15978088E-01 -0.19189840E-01
-0.22184494E-01 -0.25439556E-01
-0.30363341E-01 -0.33683263E-01
-0.41173684E-01 -0.44591643E-01
-0.55528392E-01 -0.59094486E-01
-0.74718761E-01 -0.78503078E-01
-0.10063713E+00 -0.10472231E+00
-0.13623556E+00 -0.14067899E+00
-0.18664329E+00 -0.19136610E+00
-0.26235360E+00 -0.26687191E+00
-0.38952595E+00 -0.39235980E+00
-0.64659464E+00 -0.64396759E+00
-0.76190417E+00 -0.75374702E+00
-0.84088648E+00 -0.81773807E+00
-0.90804208E+00 -0.85985523E+00
-0.96952701E+00 -0.88690531E+00
-0.10265504E+01 -0.90141185E+00
-0.10788898E+01 -0.90480524E+00
-0.11258948E+01 -0.89823616E+00
-0.11667963E+01 -0.88278390E+00
-0.12008078E+01 -0.85951144E+00
-0.12271598E+01 -0.82948351E+00
-0.12451089E+01 -0.79377631E+00
-0.12539386E+01 -0.75348408E+00
-0.12529523E+01 -0.70972174E+00
-0.12414616E+01 -0.66361928E+00
-0.12187562E+01 -0.61629690E+00
-0.11840150E+01 -0.56879110E+00
-0.11359972E+01 -0.52184463E+00
-0.10719126E+01 -0.47527735E+00
-0.98315043E+00 -0.42591160E+00
-0.83838555E+00 -0.35991758E+00
-0.50920167E+00 -0.21528528E+00
-0.34543050E+00 -0.14416538E+00
-0.24720630E+00 -0.10215918E+00
-0.18143442E+00 -0.74373254E-01
-0.13484445E+00 -0.54832392E-01
-0.10089225E+00 -0.40639881E-01
-0.75761918E-01 -0.30149062E-01
-0.56980330E-01 -0.22315414E-01
-0.42848673E-01 -0.16430423E-01
-0.32162596E-01 -0.11993997E-01
-0.24052094E-01 -0.86443979E-02
-0.17880516E-01 -0.61156687E-02
-0.13177234E-01 -0.42099685E-02
-0.95913424E-02 -0.27787947E-02
-0.68592091E-02 -0.17098719E-02
-0.47814262E-02 -0.91781491E-03
-0.32062608E-02 -0.33737692E-03
-0.20176506E-02  0.81491575E-04
-0.11264165E-02  0.37729600E-03
-0.46377416E-03  0.57972327E-03
 0.23496862E-04  0.71169141E-03
 0.37667778E-03  0.79090153E-03
 0.62784908E-03  0.83102066E-03
 0.80197338E-03  0.84258806E-03
 0.91848851E-03  0.83371299E-03
 0.99253248E-03  0.81061418E-03
 0.10358893E-02  0.77803840E-03
 0.10577219E-02  0.73958588E-03
 0.10651415E-02  0.69796413E-03
 0.10636502E-02  0.65518558E-03
 0.10574853E-02  0.61272204E-03
 0.10498855E-02  0.57162465E-03
 0.10432958E-02  0.53261694E-03
 0.10395224E-02  0.49616636E-03
 0.10398472E-02  0.46253849E-03
 0.10451081E-02  0.43183738E-03
 0.00000000E+00  0.00000000E+00
 0.00000000E+00  0.00000000E+00
 0.12914937E-02 -0.22161859E-02
 0.10856910E-02 -0.24264459E-02
 0.60283794E-03 -0.29012047E-02
-0.18813489E-03 -0.36783573E-02
-0.13393977E-02 -0.48144630E-02
-0.29277101E-02 -0.63886020E-02
-0.50596392E-02 -0.85078617E-02
-0.78789705E-02 -0.11314929E-01
-0.11576994E-01 -0.14998474E-01
-0.16406669E-01 -0.19807284E-01
-0.22702184E-01 -0.26069558E-01
-0.30906310E-01 -0.34219454E-01
-0.41609702E-01 -0.44834419E-01
-0.55610308E-01 -0.58690036E-01
-0.74011104E-01 -0.76847806E-01
-0.98402494E-01 -0.10081642E+00
-0.13125956E+00 -0.13290518E+00
-0.17695169E+00 -0.17714253E+00
-0.24467097E+00 -0.24200504E+00
-0.35788393E+00 -0.34937134E+00
-0.58767563E+00 -0.56634875E+00
-0.68963559E+00 -0.66084535E+00
-0.75744368E+00 -0.71507187E+00
-0.81396534E+00 -0.75058212E+00
-0.86525243E+00 -0.77358201E+00
-0.91267775E+00 -0.78627745E+00
-0.95618344E+00 -0.78980896E+00
-0.99524998E+00 -0.78505370E+00
-0.10292157E+01 -0.77284767E+00
-0.10573911E+01 -0.75404395E+00
-0.10791020E+01 -0.72952511E+00
-0.10937065E+01 -0.70020349E+00
-0.11006017E+01 -0.66701775E+00
-0.10992240E+01 -0.63092565E+00
-0.10890427E+01 -0.59288829E+00
-0.10695324E+01 -0.55383436E+00
-0.10400760E+01 -0.51457545E+00
-0.99963879E+00 -0.47559172E+00
-0.94566273E+00 -0.43643026E+00
-0.87013116E+00 -0.39378192E+00
-0.74451364E+00 -0.33444307E+00
-0.45759103E+00 -0.20211758E+00
-0.31581888E+00 -0.13715178E+00
-0.23043852E+00 -0.98570029E-01
-0.17240313E+00 -0.72743350E-01
-0.13042105E+00 -0.54298941E-01
-0.99125311E-01 -0.40683354E-01
-0.75450032E-01 -0.30460953E-01
-0.57401704E-01 -0.22718778E-01
-0.43583064E-01 -0.16829334E-01
-0.32975322E-01 -0.12341259E-01
-0.24820149E-01 -0.89212064E-02
-0.18546473E-01 -0.63190433E-02
-0.13720994E-01 -0.43451502E-02
-0.10013102E-01 -0.28547595E-02
-0.71693702E-02 -0.17367704E-02
-0.49947453E-02 -0.90557912E-03
-0.33385657E-02 -0.29502548E-03
-0.20840894E-02  0.14614193E-03
-0.11406100E-02  0.45768994E-03
-0.43748896E-03  0.67050431E-03
 0.80385797E-04  0.80858063E-03
 0.45607212E-03  0.89055453E-03
 0.72324172E-03  0.93088309E-03
 0.90823882E-03  0.94076053E-03
 0.10316751E-02  0.92883043E-03
 0.11096695E-02  0.90174120E-03
 0.11548156E-02  0.86458035E-03
 0.11769371E-02  0.82121471E-03
 0.11836795E-02  0.77455694E-03
 0.11809725E-02  0.72677472E-03
 0.11733928E-02  0.67945442E-03
 0.11644448E-02  0.63372912E-03
 0.11567787E-02  0.59037805E-03
 0.11523550E-02  0.54990340E-03
 0.11525670E-02  0.51258864E-03
 0.11583266E-02  0.47854181E-03
 0.00000000E+00  0.00000000E+00
 0.00000000E+00  0.00000000E+00
 0.15032429E-02 -0.22719960E-02
 0.12923471E-02 -0.24822075E-02
 0.79806328E-03 -0.29621107E-02
-0.99635035E-05 -0.37486847E-02
-0.11825845E-02 -0.48966254E-02
-0.27941790E-02 -0.64816395E-02
-0.49471315E-02 -0.86050188E-02
-0.77780772E-02 -0.11399804E-01
-0.11466385E-01 -0.15038956E-01
-0.16245568E-01 -0.19746114E-01
-0.22418678E-01 -0.25809789E-01
-0.30379447E-01 -0.33602335E-01
-0.40642488E-01 -0.43606243E-01
-0.53889566E-01 -0.56453341E-01
-0.71048632E-01 -0.72990848E-01
-0.93448867E-01 -0.94412340E-01
-0.12317299E+00 -0.12256387E+00
-0.16397160E+00 -0.16076338E+00
-0.22392116E+00 -0.21623722E+00
-0.32395525E+00 -0.30803564E+00
-0.52779869E+00 -0.49492584E+00
-0.61739581E+00 -0.57620559E+00
-0.67550185E+00 -0.62223041E+00
-0.72301036E+00 -0.65214038E+00
-0.76567020E+00 -0.67154023E+00
-0.80493617E+00 -0.68240955E+00
-0.84089678E+00 -0.68571627E+00
-0.87317002E+00 -0.68216503E+00
-0.90121337E+00 -0.67242089E+00
-0.92444299E+00 -0.65717368E+00
-0.94228347E+00 -0.63715173E+00
-0.95419032E+00 -0.61311970E+00
-0.95966063E+00 -0.58587042E+00
-0.95823652E+00 -0.55621192E+00
-0.94949879E+00 -0.52494563E+00
-0.93303538E+00 -0.49282506E+00
-0.90833703E+00 -0.46046880E+00
-0.87447373E+00 -0.42815545E+00
-0.82906563E+00 -0.39526985E+00
-0.76476514E+00 -0.35855657E+00
-0.65601236E+00 -0.30573245E+00
-0.40664918E+00 -0.18618943E+00
-0.28422011E+00 -0.12761240E+00
-0.21043923E+00 -0.92720506E-01
-0.15982538E+00 -0.69172517E-01
-0.12266158E+00 -0.52161515E-01
-0.94470123E-01 -0.39441716E-01
-0.72760737E-01 -0.29767842E-01
-0.55929292E-01 -0.22351161E-01
-0.42842278E-01 -0.16646216E-01
-0.32657336E-01 -0.12255499E-01
-0.24732341E-01 -0.88805576E-02
-0.18571603E-01 -0.62935001E-02
-0.13790003E-01 -0.43186045E-02
-0.10087234E-01 -0.28195735E-02
-0.72285718E-02 -0.16902936E-02
-0.50302260E-02 -0.84795006E-03
-0.33480731E-02 -0.22780833E-03
-0.20689538E-02  0.22078045E-03
-0.11039273E-02  0.53746006E-03
-0.38303095E-03  0.75325631E-03
 0.14880022E-03  0.89243450E-03
 0.53491791E-03  0.97394917E-03
 0.80945111E-03  0.10125790E-02
 0.99925851E-03  0.10198174E-02
 0.11254624E-02  0.10045721E-02
 0.12046557E-02  0.97371687E-03
 0.12498534E-02  0.93252610E-03
 0.12712434E-02  0.88501746E-03
 0.12767783E-02  0.83422270E-03
 0.12726433E-02  0.78240096E-03
 0.12636229E-02  0.73120680E-03
